animal_id,animal_type,breed,color,date_of_birth,date_of_outcome,name,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long
A696218,Cat,Domestic Shorthair Mix,Black,2014-08-31,2015-02-06,Mo,,Adoption,Neutered Male,30.39675399,-97.52263395
A676786,Dog,Chihuahua Shorthair Mix,White/Brown,2013-04-15,2014-04-20,Tuzi,,Adoption,Spayed Female,30.40675779,-97.73082125
A690731,Cat,Balinese Mix,Chocolate Point/White,2014-08-25,2014-10-31,Jinx,,Adoption,Intact Male,30.55535563,-97.45788543
A699457,Other,Bat Mix,Brown,2014-03-27,2015-03-28,,Rabies Risk,Euthanasia,Unknown,30.76538117,-97.72298209
A763984,Dog,Chihuahua Shorthair Mix,Black/White,2017-07-23,2017-12-23,,,Adoption,Spayed Female,30.66219725,-97.51587671
A686960,Dog,Mastiff Mix,Tan/Black,2013-03-03,2014-09-01,Tonka,,Return to Owner,Neutered Male,30.57038913,-97.63642958
A758342,Other,Bat,Brown,2016-09-14,2017-09-14,,Rabies Risk,Euthanasia,Unknown,30.54682319,-97.47949133
A707005,Dog,Golden Retriever/Border Collie,Gold/Cream,2014-12-09,2015-07-12,*Jake,,Adoption,Neutered Male,30.32871992,-97.53846138
A711467,Cat,Domestic Shorthair Mix,Black,2015-07-23,2015-10-10,*Peanut,Foster,Adoption,Neutered Male,30.27055648,-97.66901885
A691889,Dog,Labrador Retriever Mix,Black,2007-11-11,2014-11-18,*Molly,,Adoption,Spayed Female,30.54806196,-97.30310624
A736818,Dog,Australian Cattle Dog,Red Tick/Tan,2015-10-17,2016-11-10,*Cisco,,Adoption,Neutered Male,30.34547909,-97.53867584
A741267,Dog,Labrador Retriever Mix,Black/White,2016-10-30,2017-01-05,,,Adoption,Spayed Female,30.35704201,-97.71843279
A692511,Dog,Pit Bull Mix,Tan/White,2013-11-21,2015-01-08,Ella,,Return to Owner,Spayed Female,30.57092281,-97.7369848
A755281,Cat,Domestic Shorthair Mix,Blue Tabby/White,2017-01-01,2017-12-27,Haku,,Adoption,Neutered Male,30.76153028,-97.46421737
A718203,Dog,Labrador Retriever Mix,Black,2013-12-23,2016-04-12,Crissy,,Adoption,Spayed Female,30.70617383,-97.36597396
A733531,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-08-23,2016-09-22,*Ellis,Partner,Transfer,Spayed Female,30.34890815,-97.41972798
A707937,Dog,Chihuahua Shorthair Mix,Black/Brown,2002-07-20,2015-07-25,Blackie,,Adoption,Neutered Male,30.6260542,-97.69737902
A751510,Cat,Domestic Shorthair Mix,Blue/White,2016-06-09,2017-06-27,Sammy,,Return to Owner,Neutered Male,30.41181727,-97.68328107
A733863,Dog,Rat Terrier Mix,Tricolor,2016-04-13,2016-10-04,Dobby,In Kennel,Died,Neutered Male,30.65807838,-97.72861493
A688409,Other,Opossum Mix,Gray/Pink,2013-09-19,2014-09-19,,Rabies Risk,Euthanasia,Unknown,30.40205143,-97.30953421
A715268,Dog,Pit Bull Mix,Tan/White,2011-11-03,2015-12-14,*Cece,Partner,Transfer,Intact Female,30.72643461,-97.40444351
A741961,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-10-03,2017-02-04,*Chanel,Foster,Adoption,Spayed Female,30.53802253,-97.66727181
A681938,Cat,Domestic Shorthair Mix,Torbie,2014-05-06,2014-07-07,*Martha,Suffering,Euthanasia,Intact Female,30.67268505,-97.31733803
A715339,Cat,Domestic Shorthair Mix,Brown Tabby,2015-10-13,2016-01-16,,Foster,Adoption,Spayed Female,30.27823823,-97.49523401
A753426,Cat,Domestic Shorthair Mix,White,2015-07-06,2017-07-10,,Snr,Transfer,Spayed Female,30.30904141,-97.62075279
A745857,Dog,Pekingese Mix,Brown/White,2001-03-26,2017-03-26,Lucy,,Return to Owner,Intact Female,30.29130217,-97.26149179
A734461,Cat,Domestic Medium Hair Mix,Black,2016-06-06,2016-09-10,Baghera,,Adoption,Neutered Male,30.47631429,-97.44248215
A705516,Cat,Domestic Shorthair Mix,Blue/White,2015-04-03,2015-06-24,*Leila,Partner,Transfer,Spayed Female,30.39655422,-97.2602516
A642946,Cat,Domestic Shorthair Mix,Brown Tabby/White,2012-07-17,2013-12-29,Zooey,,Adoption,Spayed Female,30.38109887,-97.35410145
A676126,Dog,Labrador Retriever Mix,Black,2011-04-05,2014-05-10,*Jelly Bean,,Adoption,Spayed Female,30.61642973,-97.56277588
A702189,Cat,Domestic Shorthair Mix,Brown Tabby,2014-05-10,2015-05-23,Kylie,,Adoption,Spayed Female,30.46185112,-97.47080306
A733405,Dog,Catahoula/Staffordshire,Brown Brindle/White,2015-08-21,2016-08-31,Iris,,Adoption,Intact Female,30.68427545,-97.72740152
A758511,Cat,Domestic Medium Hair Mix,Blue/White,2017-08-27,2017-11-15,*Kiblet,Foster,Adoption,Neutered Male,30.48778607,-97.57893408
A722108,Dog,Pit Bull Mix,Brown Brindle/White,2014-09-11,2016-11-18,*Mack,,Return to Owner,Neutered Male,30.57975164,-97.33019787
A718977,Dog,Catahoula Mix,Brown,2006-01-10,2016-09-01,Bella,Foster,Adoption,Spayed Female,30.41923109,-97.4818778
A742491,Dog,Pointer Mix,White/Black,2016-12-22,2017-02-24,*Ponce,Foster,Adoption,Neutered Male,30.27526481,-97.58378579
A667809,Dog,German Shepherd Mix,Brown/Black,2013-09-23,2013-11-30,Lily,,Adoption,Spayed Female,30.53933273,-97.68925159
A672357,Dog,Carolina Dog Mix,Red,2006-02-08,2014-03-29,Princess,,Adoption,Spayed Female,30.59850038,-97.64784104
A679467,Dog,Siberian Husky Mix,Black/Brown,2011-12-21,2014-05-29,Asia,,Adoption,Spayed Female,30.70712061,-97.39077382
A721726,Cat,Domestic Shorthair Mix,Black/White,2016-02-29,2016-03-03,,Partner,Transfer,Intact Male,30.60122104,-97.33546398
A710350,Dog,Border Collie Mix,Black,2015-06-22,2015-08-26,Oso,,Adoption,Neutered Male,30.40455622,-97.50984937
A704877,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-06-10,2015-06-11,,Suffering,Euthanasia,Intact Male,30.6352467,-97.4645698
A764175,Dog,Siberian Husky Mix,Red/White,2015-12-23,2017-12-29,Moonie,,Return to Owner,Neutered Male,30.54014737,-97.71108361
A713368,Cat,Domestic Shorthair Mix,Blue,2015-10-01,2015-11-13,,Partner,Transfer,Intact Male,30.49492144,-97.31567884
A687107,Dog,Rhod Ridgeback/Pit Bull,Red/Brown,2013-12-01,2017-10-04,Montopolis,,Return to Owner,Neutered Male,30.71731941,-97.69668304
A669680,Dog,Plott Hound Mix,Brown Brindle/White,2011-12-24,2014-03-28,Nino,,Return to Owner,Neutered Male,30.43250419,-97.53417966
A691064,Cat,Domestic Shorthair Mix,Torbie,2014-03-01,2014-10-30,,SCRP,Transfer,Intact Female,30.33862669,-97.39132498
A721480,Dog,Pit Bull Mix,Red,2015-11-09,2016-03-03,,Partner,Transfer,Intact Female,30.44449023,-97.54728394
A678765,Dog,Black Mouth Cur Mix,Tan,2014-04-13,2014-05-13,,Partner,Transfer,Intact Male,30.55616224,-97.7235155
A729159,Other,Opossum,Gray,2015-12-14,2016-06-14,,Medical,Euthanasia,Unknown,30.6993113,-97.71941631
A734251,Other,Hotot Mix,White/Black,2016-01-03,2016-12-12,*Marilyn Bun,,Adoption,Spayed Female,30.7456053,-97.38429986
A719465,Dog,Pug Mix,Cream/Black,2015-08-24,2016-01-25,Hazel,,Adoption,Spayed Female,30.69843813,-97.41068972
A728040,Dog,Plott Hound Mix,Chocolate/White,2015-11-30,2016-06-04,Nikola,,Adoption,Neutered Male,30.64370584,-97.52075547
A747956,Dog,Chihuahua Shorthair Mix,Tan,2017-02-20,2017-04-28,Princess Ana,,Adoption,Spayed Female,30.687813,-97.66539163
A741271,Dog,Border Collie Mix,Black/White,2016-11-30,2017-03-07,*Sassy,Foster,Adoption,Spayed Female,30.48887294,-97.25294386
A678892,Cat,Domestic Shorthair Mix,Silver Tabby,2014-04-13,2014-07-04,*Winnie,,Adoption,Spayed Female,30.73396788,-97.50422595
A725275,Dog,Rhod Ridgeback Mix,Red,2015-08-27,2016-04-27,Rudolph,,Return to Owner,Neutered Male,30.44180012,-97.54882884
A740490,Other,Rabbit Lh Mix,Black,2015-12-18,2016-12-18,Hero Boy,Partner,Transfer,Intact Male,30.48867656,-97.50058136
A673487,Other,Bat Mix,Brown,2013-08-24,2014-02-25,,Rabies Risk,Euthanasia,Unknown,30.6710414,-97.73282836
A668598,Dog,Rottweiler Mix,Black/White,2013-10-14,2015-12-28,Sprinkles,,Return to Owner,Neutered Male,30.60823329,-97.62864137
A750436,Cat,Domestic Shorthair Mix,Blue/White,2017-04-05,2017-06-16,*Royal,Foster,Adoption,Spayed Female,30.33046719,-97.54649618
A665240,Dog,Australian Kelpie Mix,Sable/White,2013-09-08,2013-10-15,,Partner,Transfer,Intact Female,30.70202884,-97.67562048
A696127,Dog,Pit Bull Mix,Tan,2013-01-30,2015-02-07,Charlie,,Return to Owner,Neutered Male,30.48045834,-97.28936631
A747591,Cat,Domestic Longhair Mix,Brown Tabby,2016-04-21,2017-04-25,,Snr,Transfer,Neutered Male,30.36920961,-97.62347334
A699974,Dog,Boxer Mix,Brown Brindle,2014-03-05,2015-04-20,Caine,Aggressive,Euthanasia,Neutered Male,30.4495535,-97.4260715
A738833,Cat,Domestic Shorthair Mix,Gray/White,2016-11-13,2016-11-22,,Partner,Transfer,Unknown,30.3622308,-97.27621638
A706115,Dog,Rat Terrier Mix,White/Tricolor,2007-06-25,2015-07-05,*Louise,,Adoption,Spayed Female,30.66124669,-97.61718362
A681259,Cat,Domestic Shorthair Mix,Black/White,2014-05-23,2014-06-14,,Partner,Transfer,Intact Male,30.33750876,-97.63471249
A693910,Dog,Boxer,Tan,2012-12-16,2015-01-07,*Kyra,,Adoption,Spayed Female,30.37091265,-97.67525781
A636714,Dog,Siberian Husky Mix,Sable/White,2010-01-02,2014-01-05,Blue,,Adoption,Neutered Male,30.38267405,-97.25476565
A696222,Cat,Domestic Shorthair Mix,Brown Tabby,2013-01-31,2015-02-01,,SCRP,Transfer,Intact Male,30.58006274,-97.68801043
A708890,Cat,Domestic Shorthair Mix,Black/White,2015-06-17,2015-12-10,*Obsidian,Foster,Adoption,Neutered Male,30.34391069,-97.67595832
A565938,Dog,Chihuahua Shorthair Mix,Tan,2009-02-02,2017-12-21,Scooby,Partner,Transfer,Neutered Male,30.62770512,-97.55112982
A744093,Dog,German Shepherd Mix,Black/Brown,2012-02-23,2017-03-06,Dumbo,,Return to Owner,Neutered Male,30.33368407,-97.73134996
A663845,Dog,Pit Bull Mix,White/Tan,2013-02-24,2013-10-07,Bullet,Partner,Transfer,Neutered Male,30.32781322,-97.61251903
A743515,Dog,Jack Russell Terrier/Chihuahua Shorthair,Tan/White,2015-12-11,2017-02-12,Riley,,Adoption,Neutered Male,30.40563577,-97.38877323
A741351,Dog,Pit Bull Mix,White,2015-12-31,2017-06-04,Toby,,Return to Owner,Intact Male,30.74676615,-97.67181085
A750942,Dog,Pit Bull Mix,Brown Brindle/White,2014-06-02,2017-06-08,Tank,,Rto-Adopt,Neutered Male,30.52882515,-97.70628669
A741380,Dog,Labrador Retriever Mix,Brown,2016-03-01,2017-01-07,Bingo,,Return to Owner,Neutered Male,30.40588044,-97.28888528
A735445,Dog,Rottweiler Mix,Black/Tan,2016-07-08,2016-09-23,,Suffering,Euthanasia,Intact Female,30.58981601,-97.41943584
A706880,Dog,Labrador Retriever Mix,Brown,2015-02-04,2015-07-15,*Aldo,Partner,Transfer,Neutered Male,30.65319207,-97.63919324
A700932,Cat,Domestic Medium Hair Mix,Black,2015-04-06,2015-04-21,,Partner,Transfer,Unknown,30.55601995,-97.45913863
A705754,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-04-20,2015-07-04,*Javier,Partner,Transfer,Neutered Male,30.58872943,-97.28159358
A661698,Cat,Domestic Shorthair Mix,Brown Tabby,2013-07-16,2013-10-20,,Partner,Transfer,Neutered Male,30.32040385,-97.46266691
A736506,Dog,Pit Bull Mix,Blue,2014-10-11,2016-11-25,*Coraline,,Adoption,Spayed Female,30.626042,-97.43614203
A698894,Dog,Manchester Terrier/Chihuahua Shorthair,Chocolate/Tan,2014-03-19,2015-03-26,Chris,,Adoption,Neutered Male,30.58108158,-97.41613353
A752774,Cat,Domestic Shorthair Mix,Black,2017-06-20,2017-06-27,,Partner,Transfer,Intact Male,30.59514276,-97.4032631
A699469,Dog,Labrador Retriever Mix,Black/White,2015-01-12,2015-04-03,*Fallon,Partner,Transfer,Spayed Female,30.3427964,-97.48042168
A730305,Dog,Great Pyrenees Mix,White,2014-07-01,2016-07-05,*Bach,Partner,Transfer,Intact Male,30.47339207,-97.32055414
A733673,Dog,Pointer,White/Brown,2016-02-25,2016-08-29,,,Adoption,Spayed Female,30.54342713,-97.62769612
A708832,Cat,Domestic Shorthair Mix,Blue/White,2015-07-30,2015-11-11,,Foster,Adoption,Neutered Male,30.69657982,-97.71648317
A667027,Cat,Siamese Mix,Flame Point,2012-11-11,2013-11-21,*Casper,Partner,Transfer,Neutered Male,30.57977925,-97.46396621
A754139,Dog,Pit Bull Mix,Brown/White,2015-07-16,2017-08-19,*Heidi,,Adoption,Spayed Female,30.53899722,-97.32548431
A671133,Dog,American Bulldog Mix,White/Brown Brindle,2012-07-19,2016-06-14,Chuck,Foster,Adoption,Neutered Male,30.64048407,-97.58936664
A756949,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-08-21,2017-08-28,,Partner,Transfer,Intact Male,30.37872906,-97.38368166
A710771,Dog,Chihuahua Shorthair Mix,Brown,2009-08-28,2015-08-28,Kelli,,Return to Owner,Spayed Female,30.70871776,-97.73880824
A716369,Dog,Boxer Mix,Brown Brindle/White,2015-10-18,2016-01-07,*Copper,Foster,Adoption,Neutered Male,30.56467787,-97.62629823
A706181,Dog,Pit Bull Mix,Brown/White,2014-06-26,2015-07-06,Lola,,Return to Owner,Spayed Female,30.60468447,-97.28171822
A726476,Dog,Catahoula/Plott Hound,Black/White,2016-05-11,2016-07-06,*Newton,Foster,Adoption,Spayed Female,30.75969781,-97.38324854
A756504,Dog,Bernese Mountain Dog Mix,Sable/White,2017-08-06,2017-08-21,,Partner,Transfer,Intact Female,30.33359893,-97.73403141
A734194,Dog,Rat Terrier Mix,White/Brown,2014-09-03,2016-09-10,*Pringles,,Adoption,Neutered Male,30.74678896,-97.52293624
A753985,Other,Bat Mix,Black,2015-07-13,2017-07-14,,Rabies Risk,Euthanasia,Unknown,30.56373368,-97.24740321
A673924,Other,Bat Mix,Black/Brown,2013-03-04,2014-03-04,,,Disposal,Unknown,30.53916965,-97.45608825
A754921,Dog,Pit Bull Mix,Black Tiger,2015-07-26,2017-07-27,Princess,,Return to Owner,Intact Female,30.31604436,-97.67990218
A707089,Dog,Chihuahua Shorthair Mix,Black/Brown,2005-07-07,2015-07-11,Pancho,Partner,Transfer,Intact Male,30.30487369,-97.53444451
A683330,Cat,Domestic Shorthair Mix,Black Tabby,2014-04-24,2014-07-15,,,Adoption,Neutered Male,30.57300996,-97.63830554
A679230,Dog,Pit Bull Mix,White/Yellow,2014-03-06,2017-02-20,Cooper,Partner,Transfer,Neutered Male,30.75143944,-97.50875075
A736959,Other,Skunk Mix,Black/White,2013-10-20,2016-10-20,,Rabies Risk,Euthanasia,Unknown,30.57884495,-97.47950785
A742905,Cat,Siamese Mix,Flame Point,2016-01-30,2017-02-11,*Topaz,,Adoption,Spayed Female,30.52790451,-97.61879501
A734796,Dog,Pit Bull Mix,Blue/White,2015-11-13,2016-09-20,*Hans,,Adoption,Neutered Male,30.49628393,-97.65778656
A665006,Dog,Border Collie Mix,White/Brown,2013-03-28,2013-10-19,Sasha,,Adoption,Spayed Female,30.45386876,-97.60265566
A693659,Dog,Labrador Retriever Mix,Black/White,2013-06-12,2015-03-01,*Lika,,Adoption,Spayed Female,30.67273973,-97.44901002
A680919,Cat,Domestic Shorthair Mix,Cream Tabby,2014-04-09,2014-06-10,,Partner,Transfer,Intact Male,30.6295805,-97.67051346
A692962,Dog,Chihuahua Shorthair Mix,Gold/White,2014-09-14,2014-11-29,,Partner,Transfer,Intact Male,30.41371764,-97.53909277
A705340,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-25,2015-06-17,,Partner,Transfer,Intact Female,30.6299917,-97.32393519
A764715,Dog,Chihuahua Shorthair Mix,Tan,2016-01-04,2018-01-04,Elsa,,Return to Owner,Spayed Female,30.67273715,-97.5222095
A680047,Other,Opossum,Gray/White,2012-05-29,2014-05-29,,Suffering,Euthanasia,Intact Male,30.62499469,-97.32064661
A714760,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2013-10-27,2016-09-03,Aria,,Adoption,Spayed Female,30.57291653,-97.55595673
A727292,Dog,Pit Bull Mix,Brown,2015-05-20,2016-05-22,,Partner,Transfer,Intact Female,30.28634621,-97.60739747
A736954,Dog,Labrador Retriever Mix,Tan,2013-10-20,2016-11-18,Holly,,Adoption,Spayed Female,30.48577618,-97.26172496
A738749,Dog,German Shepherd,Brown/Black,2009-11-20,2016-11-25,Camelia,,Adoption,Spayed Female,30.60895401,-97.3166651
A722061,Dog,Miniature Schnauzer/Miniature Poodle,Black,2013-03-10,2016-03-14,Berta,Partner,Transfer,Intact Female,30.40193913,-97.48859828
A745902,Dog,Pit Bull Mix,Blue/White,2016-04-26,2017-10-04,Chief,,Return to Owner,Neutered Male,30.61775847,-97.73246145
A672751,Dog,Australian Shepherd Mix,Black/Brown Merle,2003-02-16,2014-03-01,*Simon,Partner,Transfer,Neutered Male,30.61004859,-97.31748587
A699022,Dog,Chihuahua Shorthair Mix,Brown,2015-03-05,2015-03-22,Estelle,Partner,Transfer,Intact Female,30.72410235,-97.61761706
A726433,Cat,Domestic Shorthair Mix,White/Brown Tabby,2016-04-03,2016-07-09,*Doug,Foster,Adoption,Neutered Male,30.68741269,-97.33263987
A761761,Dog,Cairn Terrier Mix,Black/White,2017-11-02,2018-01-11,,Foster,Adoption,Neutered Male,30.33150528,-97.62928728
A682926,Dog,Chihuahua Shorthair Mix,Tan/White,2011-07-05,2014-07-07,Chicho,,Return to Owner,Neutered Male,30.36849376,-97.42222039
A715813,Dog,Black/Tan Hound,Black/Tan,2014-11-10,2016-03-15,Lola,,Return to Owner,Spayed Female,30.5216482,-97.30625783
A718925,Other,Hotot Mix,White/Black,2015-01-09,2016-03-08,Foo Foo,,Adoption,Spayed Female,30.45548379,-97.48761587
A664230,Dog,Whippet Mix,Black,2012-04-30,2013-10-07,Arya,Partner,Transfer,Spayed Female,30.53041385,-97.40204505
A736023,Dog,Siberian Husky,Red/White,2016-05-06,2016-10-11,Benson,,Return to Owner,Spayed Female,30.29151143,-97.70848197
A704218,Dog,Chihuahua Shorthair Mix,Brown/White,2015-06-01,2015-07-26,*Sansa,Foster,Adoption,Spayed Female,30.46471987,-97.58470221
A702225,Cat,Domestic Shorthair Mix,Orange Tabby,2015-04-19,2015-07-01,*Edmund,Foster,Adoption,Neutered Male,30.66650426,-97.73962335
A682203,Dog,Chihuahua Shorthair Mix,Black/Brown,2013-08-25,2014-06-29,,,Adoption,Neutered Male,30.44737696,-97.44134447
A756720,Cat,Domestic Shorthair Mix,Brown Tabby,2017-08-09,2017-08-24,,Partner,Transfer,Intact Female,30.51773132,-97.46420881
A697444,Other,Bat Mix,Brown,2014-08-23,2015-02-24,,Rabies Risk,Euthanasia,Unknown,30.6011564,-97.43871038
A718621,Cat,Domestic Shorthair Mix,Tortie,2015-01-03,2016-01-11,*Cleopatra,,Adoption,Spayed Female,30.42515082,-97.55054796
A757158,Dog,Labrador Retriever Mix,White/Black,2016-08-30,2017-08-31,Pirata,,Return to Owner,Intact Female,30.55721617,-97.53632243
A760379,Cat,Domestic Shorthair Mix,Black/White,2017-09-08,2017-12-16,*Skully,,Adoption,Neutered Male,30.48171959,-97.40151294
A673501,Dog,Chihuahua Shorthair Mix,Brown,2013-02-25,2014-02-25,Cassandra,Suffering,Euthanasia,Spayed Female,30.67320592,-97.70027272
A704897,Dog,Australian Shepherd/German Shepherd,Tricolor,2014-12-10,2015-06-15,,,Adoption,Spayed Female,30.54427423,-97.4194554
A668199,Dog,Pit Bull Mix,Black/White,2011-11-29,2014-01-23,*Sam,,Adoption,Neutered Male,30.7024355,-97.70225367
A723338,Dog,Pit Bull Mix,Blue/White,2015-03-30,2016-04-15,*Carter,,Adoption,Neutered Male,30.73975883,-97.42212557
A765050,Cat,Domestic Longhair Mix,Calico,2017-10-12,2018-01-13,*Rosie,,Adoption,Spayed Female,30.64803084,-97.63689911
A731765,Dog,Labrador Retriever,Black/White,2015-09-27,2016-08-01,,,Adoption,Neutered Male,30.69050125,-97.34020735
A729381,Dog,Maltese Mix,White,2016-01-17,2016-08-08,Tijeras,,Return to Owner,Neutered Male,30.42975411,-97.52953413
A728069,Dog,German Shepherd Mix,Black/White,2016-02-03,2016-06-03,*Chase,,Adoption,Neutered Male,30.30251627,-97.73557947
A674292,Dog,Pit Bull Mix,Red,2013-03-10,2014-03-12,Dallas,,Return to Owner,Neutered Male,30.61316638,-97.62319725
A717892,Dog,Chihuahua Shorthair Mix,Black/Brown,2009-12-22,2015-12-22,Paco,,Adoption,Neutered Male,30.35126105,-97.28573945
A711096,Dog,American Staffordshire Terrier Mix,Blue/White,2013-09-01,2017-09-03,Schatzi,,Adoption,Spayed Female,30.73412143,-97.24522671
A711247,Cat,Domestic Shorthair Mix,Tortie,2013-09-04,2015-09-05,,SCRP,Transfer,Intact Female,30.66097964,-97.63911577
A667968,Cat,Domestic Shorthair Mix,Orange Tabby/White,2010-11-25,2013-12-18,*Tabo,,Adoption,Neutered Male,30.32438747,-97.62559674
A666544,Dog,Chihuahua Shorthair/Dachshund,Red Merle/White,2013-05-06,2013-11-09,,,Adoption,Spayed Female,30.68893859,-97.30018521
A688032,Dog,Border Collie Mix,White/Brown,2013-09-13,2014-09-28,Denali,,Adoption,Neutered Male,30.71681402,-97.73920623
A733316,Dog,Pit Bull Mix,Red/White,2015-08-20,2016-12-22,*Mitchell,Partner,Transfer,Neutered Male,30.69442048,-97.26038067
A701154,Dog,Dachshund/Manchester Terrier,Brown/White,2015-04-20,2015-06-28,Chester,,Adoption,Neutered Male,30.71672372,-97.54367491
A661599,Dog,Miniature Pinscher Mix,Black,2000-08-22,2014-09-28,Toby,,Return to Owner,Neutered Male,30.4464501,-97.52534904
A633943,Dog,Miniature Pinscher Mix,Brown,2009-08-03,2014-02-07,Chalky,,Adoption,Neutered Male,30.3721862,-97.69474174
A696989,Dog,Labrador Retriever/Pit Bull,Red/Black,2010-02-16,2015-02-27,Toby,,Return to Owner,Neutered Male,30.39572101,-97.25543368
A705768,Cat,Domestic Shorthair Mix,Tortie,2012-06-21,2015-06-22,,SCRP,Transfer,Intact Female,30.29859568,-97.57650308
A762023,Cat,Domestic Shorthair Mix,Black/White,2017-09-13,2017-12-21,*Uno Momento,Partner,Transfer,Neutered Male,30.61671212,-97.38911121
A713544,Dog,Pit Bull Mix,Black/White,2014-04-08,2015-10-18,*Libby,,Adoption,Spayed Female,30.75042662,-97.3592176
A691739,Cat,Domestic Shorthair Mix,Orange Tabby/White,2014-05-09,2014-11-10,Oliver,,Adoption,Neutered Male,30.35916573,-97.2856359
A733848,Dog,Labrador Retriever Mix,Chocolate,2016-01-28,2016-08-28,Zeus,,Return to Owner,Intact Male,30.32497425,-97.28844045
A666518,Dog,American Pit Bull Terrier Mix,Brown/White,2013-08-02,2013-11-07,,Partner,Transfer,Spayed Female,30.62997889,-97.37493558
A724479,Dog,Chihuahua Shorthair Mix,Tan/White,2013-04-18,2016-04-19,Rocky,,Return to Owner,Intact Male,30.31945772,-97.46457222
A664707,Dog,Border Collie Mix,Black/White,2013-02-07,2013-10-17,Stevie,,Adoption,Spayed Female,30.4613568,-97.54763987
A719031,Dog,Miniature Schnauzer/Miniature Poodle,Gray/Tan,2015-07-11,2016-01-18,Rufus,,Adoption,Neutered Male,30.49393891,-97.47977022
A692521,Dog,Pit Bull Mix,Fawn/White,2013-11-21,2015-12-14,Coby,,Adoption,Neutered Male,30.3792584,-97.38579926
A631963,Dog,Patterdale Terr Mix,Brown/Tan,2004-07-10,2014-11-23,Ragzee,,Return to Owner,Spayed Female,30.59194326,-97.29327237
A753227,Dog,Pekingese,Buff/White,2012-07-03,2017-07-03,,Partner,Transfer,Intact Female,30.62668863,-97.70051123
A710007,Cat,Domestic Shorthair Mix,Black,2014-08-15,2015-08-16,,SCRP,Transfer,Intact Male,30.37311241,-97.47358367
A709299,Cat,Domestic Shorthair Mix,Black,2015-06-30,2015-08-11,*Jon,Partner,Transfer,Intact Male,30.37553471,-97.56079569
A734248,Other,Rabbit Sh Mix,White/Black,2016-07-03,2016-12-11,*Cappucino,,Adoption,Spayed Female,30.64513268,-97.66920929
A692960,Dog,Chihuahua Shorthair Mix,Cream/White,2014-09-14,2014-11-29,,Partner,Transfer,Intact Female,30.27952539,-97.29438588
A720820,Cat,Domestic Shorthair Mix,Brown Tabby,2015-02-15,2016-02-22,,SCRP,Transfer,Intact Female,30.62410948,-97.44820519
A671704,Dog,Pit Bull/Boxer,Black/White,2012-01-29,2015-05-27,Chloe,,Return to Owner,Spayed Female,30.57576428,-97.3811356
A669082,Dog,Boxer,Brown/Black,2009-12-14,2014-01-15,*Hayes,,Adoption,Neutered Male,30.47257385,-97.40653536
A743183,Dog,Soft Coated Wheaten Terrier Mix,Sable/Cream,2016-09-05,2017-02-06,Rocko,,Return to Owner,Intact Male,30.42810591,-97.26961563
A716199,Cat,Domestic Shorthair Mix,Black,2015-09-24,2016-12-31,Kingston,Foster,Adoption,Neutered Male,30.3112941,-97.68324478
A759642,Cat,American Shorthair Mix,Brown Tabby/White,2017-09-28,2017-10-05,,Partner,Transfer,Unknown,30.34744979,-97.27480538
A688064,Dog,Catahoula Mix,Chocolate/White,2014-01-30,2014-09-14,Blue,,Return to Owner,Intact Male,30.48990248,-97.26697764
A762194,Dog,Chihuahua Shorthair Mix,Brown,2010-11-16,2017-11-16,Rajito,,Return to Owner,Neutered Male,30.60255066,-97.36337412
A720529,Dog,Great Pyrenees Mix,Cream/White,2015-04-01,2016-06-10,Estrella,Partner,Transfer,Spayed Female,30.72573474,-97.57530483
A721414,Dog,Shih Tzu Mix,Gray,2007-02-26,2016-03-01,,Partner,Transfer,Spayed Female,30.32780603,-97.65486506
A708455,Other,Opossum Mix,Gray/Pink,2012-07-28,2015-07-29,,Suffering,Euthanasia,Unknown,30.32967832,-97.24598014
A751404,Cat,Domestic Shorthair Mix,Blue Tabby/White,2017-03-07,2017-06-23,*Gabriella,,Adoption,Spayed Female,30.54899647,-97.26914986
A693173,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-09-18,2014-12-28,Yuki,,Adoption,Spayed Female,30.4848351,-97.56153228
A763987,Dog,Siberian Husky,White/Brown,2017-01-19,2018-01-04,Jack,,Return to Owner,Neutered Male,30.34274843,-97.2925359
A675864,Cat,Domestic Shorthair Mix,Black,2014-02-24,2014-05-05,Tormund,Partner,Transfer,Neutered Male,30.44997261,-97.2821928
A674915,Cat,Domestic Shorthair Mix,Brown Tabby/White,2012-03-20,2014-03-20,,SCRP,Transfer,Intact Female,30.36965957,-97.33061791
A703624,Dog,Pit Bull Mix,White/Brown,2013-05-27,2016-04-12,Rex,,Return to Owner,Neutered Male,30.35823718,-97.62673772
A756049,Cat,American Shorthair Mix,Black/White,2017-07-13,2017-09-16,*Mochi,Offsite,Adoption,Spayed Female,30.63317236,-97.45561049
A748850,Dog,Chihuahua Shorthair Mix,Brown/White,2015-05-07,2017-05-08,Friend,,Return to Owner,Intact Male,30.31748263,-97.41919967
